time_start,beta
-3000,0.1308489414982738
-2550,0.4890965732087228
-2000,0.4076674495300437
-1500,0.529843893480257
-1400,0.2886911883124838
-900,0.006730030292830055
-600,0.6277056277056277
-300,0.14329717592892766
-50,0.06399120804173374
200,0.8254120929092724
300,0.25920244316401897
400,0.25906815679921774
